d,r,t,e,a,b,n,defect_rad
4,1,1,4,1,8,9,1
4,7,1,4,1,8,9,7
4,11,1,4,1,8,9,11
4,13,1,4,1,8,9,13
4,17,1,4,1,8,9,17
4,19,1,4,1,8,9,19
4,23,1,4,1,8,9,23
4,29,1,4,1,8,9,29
4,31,1,4,1,8,9,31
4,37,1,4,1,8,9,37
4,41,1,4,1,8,9,41
4,43,1,4,1,8,9,43
4,47,1,4,1,8,9,47
4,49,1,4,1,8,9,7
4,53,1,4,1,8,9,53
4,59,1,4,1,8,9,59
4,61,1,4,1,8,9,61
10,1,1,10,1,15,16,1
10,1,1,10,1,24,25,1
10,1,1,10,9,16,25,1
10,1,1,10,2,25,27,1
10,1,1,10,5,27,32,1
10,1,1,10,1,80,81,1
10,1,1,10,3,125,128,1
10,13,1,10,1,15,16,13
10,13,1,10,1,24,25,13
10,13,1,10,9,16,25,13
10,13,1,10,2,25,27,13
10,13,1,10,5,27,32,13
10,13,1,10,1,80,81,13
10,17,1,10,1,15,16,17
10,17,1,10,1,24,25,17
10,17,1,10,9,16,25,17
10,17,1,10,2,25,27,17
10,17,1,10,5,27,32,17
10,17,1,10,1,80,81,17
10,19,1,10,1,15,16,19
10,19,1,10,1,24,25,19
10,19,1,10,9,16,25,19
10,19,1,10,2,25,27,19
10,19,1,10,5,27,32,19
10,23,1,10,1,15,16,23
10,23,1,10,1,24,25,23
10,23,1,10,9,16,25,23
10,23,1,10,2,25,27,23
10,23,1,10,5,27,32,23
10,29,1,10,1,15,16,29
10,29,1,10,1,24,25,29
10,29,1,10,9,16,25,29
10,29,1,10,2,25,27,29
10,29,1,10,5,27,32,29
10,31,1,10,1,15,16,31
10,31,1,10,1,24,25,31
10,31,1,10,9,16,25,31
10,31,1,10,2,25,27,31
10,31,1,10,5,27,32,31
10,37,1,10,1,15,16,37
10,37,1,10,1,24,25,37
10,37,1,10,9,16,25,37
10,37,1,10,2,25,27,37
10,37,1,10,5,27,32,37
10,41,1,10,1,15,16,41
10,41,1,10,1,24,25,41
10,41,1,10,9,16,25,41
10,41,1,10,2,25,27,41
10,41,1,10,5,27,32,41
10,43,1,10,1,15,16,43
10,43,1,10,1,24,25,43
10,43,1,10,9,16,25,43
10,43,1,10,2,25,27,43
10,43,1,10,5,27,32,43
10,47,1,10,1,15,16,47
10,47,1,10,1,24,25,47
10,47,1,10,9,16,25,47
10,47,1,10,2,25,27,47
10,53,1,10,1,15,16,53
10,53,1,10,1,24,25,53
10,53,1,10,9,16,25,53
10,59,1,10,1,15,16,59
10,61,1,10,1,15,16,61
10,67,1,10,1,15,16,67
10,71,1,10,1,15,16,71
10,73,1,10,1,15,16,73
10,79,1,10,1,15,16,79
10,83,1,10,1,15,16,83
12,1,1,12,7,9,16,1
12,1,1,12,1,27,28,1
12,1,1,12,1,48,49,1
12,1,1,12,1,63,64,1
12,1,1,12,32,49,81,1
12,17,1,12,7,9,16,17
12,17,1,12,1,27,28,17
12,17,1,12,1,48,49,17
12,17,1,12,1,63,64,17
12,17,1,12,32,49,81,17
12,19,1,12,7,9,16,19
12,19,1,12,1,27,28,19
12,19,1,12,1,48,49,19
12,19,1,12,1,63,64,19
12,19,1,12,32,49,81,19
12,23,1,12,7,9,16,23
12,23,1,12,1,27,28,23
12,23,1,12,1,48,49,23
12,23,1,12,1,63,64,23
12,29,1,12,7,9,16,29
12,29,1,12,1,27,28,29
12,29,1,12,1,48,49,29
12,31,1,12,7,9,16,31
12,31,1,12,1,27,28,31
12,31,1,12,1,48,49,31
12,37,1,12,7,9,16,37
12,37,1,12,1,27,28,37
12,41,1,12,7,9,16,41
12,41,1,12,1,27,28,41
12,43,1,12,7,9,16,43
12,43,1,12,1,27,28,43
12,47,1,12,7,9,16,47
12,47,1,12,1,27,28,47
12,53,1,12,7,9,16,53
12,53,1,12,1,27,28,53
12,59,1,12,7,9,16,59
12,59,1,12,1,27,28,59
12,61,1,12,7,9,16,61
12,67,1,12,7,9,16,67
12,71,1,12,7,9,16,71
12,73,1,12,7,9,16,73
12,79,1,12,7,9,16,79
12,83,1,12,7,9,16,83
12,89,1,12,7,9,16,89
12,97,1,12,7,9,16,97
12,101,1,12,7,9,16,101
12,103,1,12,7,9,16,103
18,1,1,18,1,24,25,1
18,1,1,18,9,16,25,1
18,1,1,18,2,25,27,1
18,1,1,18,5,27,32,1
18,1,1,18,1,80,81,1
18,1,1,18,3,125,128,1
18,23,1,18,1,24,25,23
18,23,1,18,9,16,25,23
18,23,1,18,2,25,27,23
18,23,1,18,5,27,32,23
18,23,1,18,1,80,81,23
18,29,1,18,1,24,25,29
18,29,1,18,9,16,25,29
18,29,1,18,2,25,27,29
18,29,1,18,5,27,32,29
18,29,1,18,1,80,81,29
18,31,1,18,1,24,25,31
18,31,1,18,9,16,25,31
18,31,1,18,2,25,27,31
18,31,1,18,5,27,32,31
18,31,1,18,1,80,81,31
18,37,1,18,1,24,25,37
18,37,1,18,9,16,25,37
18,37,1,18,2,25,27,37
18,37,1,18,5,27,32,37
18,41,1,18,1,24,25,41
18,41,1,18,9,16,25,41
18,41,1,18,2,25,27,41
18,41,1,18,5,27,32,41
18,43,1,18,1,24,25,43
18,43,1,18,9,16,25,43
18,43,1,18,2,25,27,43
18,43,1,18,5,27,32,43
18,47,1,18,1,24,25,47
18,47,1,18,9,16,25,47
18,47,1,18,2,25,27,47
18,47,1,18,5,27,32,47
18,53,1,18,1,24,25,53
18,53,1,18,9,16,25,53
18,53,1,18,2,25,27,53
18,53,1,18,5,27,32,53
18,59,1,18,1,24,25,59
18,59,1,18,9,16,25,59
18,59,1,18,2,25,27,59
18,59,1,18,5,27,32,59
18,61,1,18,1,24,25,61
18,61,1,18,9,16,25,61
18,61,1,18,2,25,27,61
18,61,1,18,5,27,32,61
18,67,1,18,1,24,25,67
18,67,1,18,9,16,25,67
18,67,1,18,2,25,27,67
18,67,1,18,5,27,32,67
18,71,1,18,1,24,25,71
18,71,1,18,9,16,25,71
18,71,1,18,2,25,27,71
18,71,1,18,5,27,32,71
18,73,1,18,1,24,25,73
18,73,1,18,9,16,25,73
18,73,1,18,2,25,27,73
18,73,1,18,5,27,32,73
18,79,1,18,1,24,25,79
18,79,1,18,9,16,25,79
18,79,1,18,2,25,27,79
18,83,1,18,1,24,25,83
18,83,1,18,9,16,25,83
18,83,1,18,2,25,27,83
18,89,1,18,1,24,25,89
18,89,1,18,9,16,25,89
18,89,1,18,2,25,27,89
18,97,1,18,1,24,25,97
18,97,1,18,9,16,25,97
20,1,1,20,4,121,125,1
20,2,2,10,1,24,25,1
20,2,2,10,9,16,25,1
20,2,2,10,2,25,27,1
20,2,2,10,5,27,32,1
20,2,2,10,1,80,81,1
20,2,2,10,3,125,128,1
20,13,2,10,1,24,25,13
20,13,2,10,9,16,25,13
20,13,2,10,2,25,27,13
20,13,2,10,5,27,32,13
20,13,2,10,1,80,81,13
20,13,2,10,3,125,128,13
20,17,2,10,1,24,25,17
20,17,2,10,9,16,25,17
20,17,2,10,2,25,27,17
20,17,2,10,5,27,32,17
20,17,2,10,1,80,81,17
20,17,2,10,3,125,128,17
20,19,2,10,1,24,25,19
20,19,2,10,9,16,25,19
20,19,2,10,2,25,27,19
20,19,2,10,5,27,32,19
20,19,2,10,1,80,81,19
20,19,2,10,3,125,128,19
20,23,2,10,1,24,25,23
20,23,2,10,9,16,25,23
20,23,2,10,2,25,27,23
20,23,2,10,5,27,32,23
20,23,2,10,1,80,81,23
20,26,2,10,1,24,25,13
20,26,2,10,9,16,25,13
20,26,2,10,2,25,27,13
20,26,2,10,5,27,32,13
20,26,2,10,1,80,81,13
20,29,2,10,1,24,25,29
20,29,2,10,9,16,25,29
20,29,2,10,2,25,27,29
20,29,2,10,5,27,32,29
20,29,2,10,1,80,81,29
20,31,2,10,1,24,25,31
20,31,2,10,9,16,25,31
20,31,2,10,2,25,27,31
20,31,2,10,5,27,32,31
20,31,2,10,1,80,81,31
20,34,2,10,1,24,25,17
20,34,2,10,9,16,25,17
20,34,2,10,2,25,27,17
20,34,2,10,5,27,32,17
20,34,2,10,1,80,81,17
20,37,2,10,1,24,25,37
20,37,2,10,9,16,25,37
20,37,2,10,2,25,27,37
20,37,2,10,5,27,32,37
20,38,2,10,1,24,25,19
20,38,2,10,9,16,25,19
20,38,2,10,2,25,27,19
20,38,2,10,5,27,32,19
20,41,2,10,1,24,25,41
20,41,2,10,9,16,25,41
20,41,2,10,2,25,27,41
20,41,2,10,5,27,32,41
20,43,2,10,1,24,25,43
20,43,2,10,9,16,25,43
20,43,2,10,2,25,27,43
20,43,2,10,5,27,32,43
20,46,2,10,1,24,25,23
20,46,2,10,9,16,25,23
20,46,2,10,2,25,27,23
20,46,2,10,5,27,32,23
20,47,2,10,1,24,25,47
20,47,2,10,9,16,25,47
20,47,2,10,2,25,27,47
20,47,2,10,5,27,32,47
20,53,2,10,1,24,25,53
20,53,2,10,9,16,25,53
20,53,2,10,2,25,27,53
20,53,2,10,5,27,32,53
20,58,2,10,1,24,25,29
20,58,2,10,9,16,25,29
20,58,2,10,2,25,27,29
20,58,2,10,5,27,32,29
20,59,2,10,1,24,25,59
20,59,2,10,9,16,25,59
20,59,2,10,2,25,27,59
20,59,2,10,5,27,32,59
20,61,2,10,1,24,25,61
20,61,2,10,9,16,25,61
20,61,2,10,2,25,27,61
20,61,2,10,5,27,32,61
20,62,2,10,1,24,25,31
20,62,2,10,9,16,25,31
20,62,2,10,2,25,27,31
20,62,2,10,5,27,32,31
20,67,2,10,1,24,25,67
20,67,2,10,9,16,25,67
20,67,2,10,2,25,27,67
20,67,2,10,5,27,32,67
20,71,2,10,1,24,25,71
20,71,2,10,9,16,25,71
20,71,2,10,2,25,27,71
20,71,2,10,5,27,32,71
20,73,2,10,1,24,25,73
20,73,2,10,9,16,25,73
20,73,2,10,2,25,27,73
20,73,2,10,5,27,32,73
20,74,2,10,1,24,25,37
20,74,2,10,9,16,25,37
20,74,2,10,2,25,27,37
20,74,2,10,5,27,32,37
20,79,2,10,1,24,25,79
20,79,2,10,9,16,25,79
20,79,2,10,2,25,27,79
20,79,2,10,5,27,32,79
20,82,2,10,1,24,25,41
20,82,2,10,9,16,25,41
20,82,2,10,2,25,27,41
20,82,2,10,5,27,32,41
20,83,2,10,1,24,25,83
20,83,2,10,9,16,25,83
20,83,2,10,2,25,27,83
20,83,2,10,5,27,32,83
20,86,2,10,1,24,25,43
20,86,2,10,9,16,25,43
20,86,2,10,2,25,27,43
20,86,2,10,5,27,32,43
20,89,2,10,1,24,25,89
20,89,2,10,9,16,25,89
20,89,2,10,2,25,27,89
20,94,2,10,1,24,25,47
20,94,2,10,9,16,25,47
20,94,2,10,2,25,27,47
20,97,2,10,1,24,25,97
20,97,2,10,9,16,25,97
20,97,2,10,2,25,27,97
20,101,2,10,1,24,25,101
20,101,2,10,9,16,25,101
20,101,2,10,2,25,27,101
20,103,2,10,1,24,25,103
20,103,2,10,9,16,25,103
20,103,2,10,2,25,27,103
20,106,2,10,1,24,25,53
20,106,2,10,9,16,25,53
20,107,2,10,1,24,25,107
20,107,2,10,9,16,25,107
20,109,2,10,1,24,25,109
20,109,2,10,9,16,25,109
22,1,1,22,11,16,27,1
22,1,1,22,1,32,33,1
22,1,1,22,1,242,243,1
22,29,1,22,11,16,27,29
22,29,1,22,1,32,33,29
22,31,1,22,11,16,27,31
22,31,1,22,1,32,33,31
22,37,1,22,11,16,27,37
22,37,1,22,1,32,33,37
22,41,1,22,11,16,27,41
22,41,1,22,1,32,33,41
22,43,1,22,11,16,27,43
22,43,1,22,1,32,33,43
22,47,1,22,11,16,27,47
22,47,1,22,1,32,33,47
22,53,1,22,11,16,27,53
22,53,1,22,1,32,33,53
22,59,1,22,11,16,27,59
22,59,1,22,1,32,33,59
22,61,1,22,11,16,27,61
22,61,1,22,1,32,33,61
22,67,1,22,11,16,27,67
22,67,1,22,1,32,33,67
22,71,1,22,11,16,27,71
22,71,1,22,1,32,33,71
22,73,1,22,11,16,27,73
22,73,1,22,1,32,33,73
22,79,1,22,11,16,27,79
22,79,1,22,1,32,33,79
22,83,1,22,11,16,27,83
22,83,1,22,1,32,33,83
22,89,1,22,11,16,27,89
22,89,1,22,1,32,33,89
22,97,1,22,11,16,27,97
22,101,1,22,11,16,27,101
22,103,1,22,11,16,27,103
22,107,1,22,11,16,27,107
22,109,1,22,11,16,27,109
22,113,1,22,11,16,27,113
24,1,1,24,13,243,256,1
24,2,2,12,1,27,28,1
24,2,2,12,1,48,49,1
24,2,2,12,1,63,64,1
24,2,2,12,32,49,81,1
24,17,2,12,1,27,28,17
24,17,2,12,1,48,49,17
24,17,2,12,1,63,64,17
24,17,2,12,32,49,81,17
24,19,2,12,1,27,28,19
24,19,2,12,1,48,49,19
24,19,2,12,1,63,64,19
24,19,2,12,32,49,81,19
24,23,2,12,1,27,28,23
24,23,2,12,1,48,49,23
24,23,2,12,1,63,64,23
24,23,2,12,32,49,81,23
24,29,2,12,1,27,28,29
24,29,2,12,1,48,49,29
24,29,2,12,1,63,64,29
24,29,2,12,32,49,81,29
24,31,2,12,1,27,28,31
24,31,2,12,1,48,49,31
24,31,2,12,1,63,64,31
24,31,2,12,32,49,81,31
24,34,2,12,1,27,28,17
24,34,2,12,1,48,49,17
24,34,2,12,1,63,64,17
24,34,2,12,32,49,81,17
24,37,2,12,1,27,28,37
24,37,2,12,1,48,49,37
24,37,2,12,1,63,64,37
24,37,2,12,32,49,81,37
24,38,2,12,1,27,28,19
24,38,2,12,1,48,49,19
24,38,2,12,1,63,64,19
24,38,2,12,32,49,81,19
24,41,2,12,1,27,28,41
24,41,2,12,1,48,49,41
24,41,2,12,1,63,64,41
24,41,2,12,32,49,81,41
24,43,2,12,1,27,28,43
24,43,2,12,1,48,49,43
24,43,2,12,1,63,64,43
24,46,2,12,1,27,28,23
24,46,2,12,1,48,49,23
24,46,2,12,1,63,64,23
24,47,2,12,1,27,28,47
24,47,2,12,1,48,49,47
24,47,2,12,1,63,64,47
24,53,2,12,1,27,28,53
24,53,2,12,1,48,49,53
24,58,2,12,1,27,28,29
24,58,2,12,1,48,49,29
24,59,2,12,1,27,28,59
24,59,2,12,1,48,49,59
24,61,2,12,1,27,28,61
24,61,2,12,1,48,49,61
24,62,2,12,1,27,28,31
24,62,2,12,1,48,49,31
24,67,2,12,1,27,28,67
24,67,2,12,1,48,49,67
24,71,2,12,1,27,28,71
24,73,2,12,1,27,28,73
24,74,2,12,1,27,28,37
24,79,2,12,1,27,28,79
24,82,2,12,1,27,28,41
24,83,2,12,1,27,28,83
24,86,2,12,1,27,28,43
24,89,2,12,1,27,28,89
24,94,2,12,1,27,28,47
24,97,2,12,1,27,28,97
24,101,2,12,1,27,28,101
24,103,2,12,1,27,28,103
24,106,2,12,1,27,28,53
24,107,2,12,1,27,28,107
24,109,2,12,1,27,28,109
24,113,2,12,1,27,28,113
24,118,2,12,1,27,28,59
28,1,1,28,5,27,32,1
28,1,1,28,7,25,32,1
28,1,1,28,3,32,35,1
28,1,1,28,8,27,35,1
28,1,1,28,1,35,36,1
28,1,1,28,1,48,49,1
28,1,1,28,4,45,49,1
28,1,1,28,9,40,49,1
28,1,1,28,24,25,49,1
28,1,1,28,1,49,50,1
28,1,1,28,5,49,54,1
28,1,1,28,1,63,64,1
28,1,1,28,15,49,64,1
28,1,1,28,1,80,81,1
28,1,1,28,25,56,81,1
28,1,1,28,32,49,81,1
28,1,1,28,27,98,125,1
28,1,1,28,1,125,126,1
28,1,1,28,3,125,128,1
28,1,1,28,7,128,135,1
28,1,1,28,64,125,189,1
28,1,1,28,1,224,225,1
28,1,1,28,2,243,245,1
28,1,1,28,7,243,250,1
28,1,1,28,81,175,256,1
28,1,1,28,100,243,343,1
28,1,1,28,32,343,375,1
28,1,1,28,49,576,625,1
28,1,1,28,5,1024,1029,1
28,1,1,28,1,2400,2401,1
28,31,1,28,5,27,32,31
28,31,1,28,7,25,32,31
28,31,1,28,3,32,35,31
28,31,1,28,8,27,35,31
28,31,1,28,1,35,36,31
28,31,1,28,1,48,49,31
28,31,1,28,4,45,49,31
28,31,1,28,9,40,49,31
28,31,1,28,24,25,49,31
28,31,1,28,1,49,50,31
28,31,1,28,5,49,54,31
28,31,1,28,1,63,64,31
28,31,1,28,15,49,64,31
28,31,1,28,1,80,81,31
28,31,1,28,25,56,81,31
28,31,1,28,32,49,81,31
28,31,1,28,27,98,125,31
28,31,1,28,1,125,126,31
28,37,1,28,5,27,32,37
28,37,1,28,7,25,32,37
28,37,1,28,3,32,35,37
28,37,1,28,8,27,35,37
28,37,1,28,1,35,36,37
28,37,1,28,1,48,49,37
28,37,1,28,4,45,49,37
28,37,1,28,9,40,49,37
28,37,1,28,24,25,49,37
28,37,1,28,1,49,50,37
28,37,1,28,5,49,54,37
28,37,1,28,1,63,64,37
28,37,1,28,15,49,64,37
28,37,1,28,1,80,81,37
28,37,1,28,25,56,81,37
28,37,1,28,32,49,81,37
28,41,1,28,5,27,32,41
28,41,1,28,7,25,32,41
28,41,1,28,3,32,35,41
28,41,1,28,8,27,35,41
28,41,1,28,1,35,36,41
28,41,1,28,1,48,49,41
28,41,1,28,4,45,49,41
28,41,1,28,9,40,49,41
28,41,1,28,24,25,49,41
28,41,1,28,1,49,50,41
28,41,1,28,5,49,54,41
28,41,1,28,1,63,64,41
28,41,1,28,15,49,64,41
28,41,1,28,1,80,81,41
28,41,1,28,25,56,81,41
28,41,1,28,32,49,81,41
28,43,1,28,5,27,32,43
28,43,1,28,7,25,32,43
28,43,1,28,3,32,35,43
28,43,1,28,8,27,35,43
28,43,1,28,1,35,36,43
28,43,1,28,1,48,49,43
28,43,1,28,4,45,49,43
28,43,1,28,9,40,49,43
28,43,1,28,24,25,49,43
28,43,1,28,1,49,50,43
28,43,1,28,5,49,54,43
28,43,1,28,1,63,64,43
28,43,1,28,15,49,64,43
28,43,1,28,1,80,81,43
28,43,1,28,25,56,81,43
28,43,1,28,32,49,81,43
28,47,1,28,5,27,32,47
28,47,1,28,7,25,32,47
28,47,1,28,3,32,35,47
28,47,1,28,8,27,35,47
28,47,1,28,1,35,36,47
28,47,1,28,1,48,49,47
28,47,1,28,4,45,49,47
28,47,1,28,9,40,49,47
28,47,1,28,24,25,49,47
28,47,1,28,1,49,50,47
28,47,1,28,5,49,54,47
28,47,1,28,1,63,64,47
28,47,1,28,15,49,64,47
28,47,1,28,1,80,81,47
28,47,1,28,25,56,81,47
28,47,1,28,32,49,81,47
28,53,1,28,5,27,32,53
28,53,1,28,7,25,32,53
28,53,1,28,3,32,35,53
28,53,1,28,8,27,35,53
28,53,1,28,1,35,36,53
28,53,1,28,1,48,49,53
28,53,1,28,4,45,49,53
28,53,1,28,9,40,49,53
28,53,1,28,24,25,49,53
28,53,1,28,1,49,50,53
28,53,1,28,5,49,54,53
28,53,1,28,1,63,64,53
28,53,1,28,15,49,64,53
28,59,1,28,5,27,32,59
28,59,1,28,7,25,32,59
28,59,1,28,3,32,35,59
28,59,1,28,8,27,35,59
28,59,1,28,1,35,36,59
28,59,1,28,1,48,49,59
28,59,1,28,4,45,49,59
28,59,1,28,9,40,49,59
28,59,1,28,24,25,49,59
28,59,1,28,1,49,50,59
28,59,1,28,5,49,54,59
28,59,1,28,1,63,64,59
28,59,1,28,15,49,64,59
28,61,1,28,5,27,32,61
28,61,1,28,7,25,32,61
28,61,1,28,3,32,35,61
28,61,1,28,8,27,35,61
28,61,1,28,1,35,36,61
28,61,1,28,1,48,49,61
28,61,1,28,4,45,49,61
28,61,1,28,9,40,49,61
28,61,1,28,24,25,49,61
28,61,1,28,1,49,50,61
28,61,1,28,5,49,54,61
28,61,1,28,1,63,64,61
28,61,1,28,15,49,64,61
28,67,1,28,5,27,32,67
28,67,1,28,7,25,32,67
28,67,1,28,3,32,35,67
28,67,1,28,8,27,35,67
28,67,1,28,1,35,36,67
28,67,1,28,1,48,49,67
28,67,1,28,4,45,49,67
28,67,1,28,9,40,49,67
28,67,1,28,24,25,49,67
28,67,1,28,1,49,50,67
28,67,1,28,5,49,54,67
28,71,1,28,5,27,32,71
28,71,1,28,7,25,32,71
28,71,1,28,3,32,35,71
28,71,1,28,8,27,35,71
28,71,1,28,1,35,36,71
28,71,1,28,1,48,49,71
28,71,1,28,4,45,49,71
28,71,1,28,9,40,49,71
28,71,1,28,24,25,49,71
28,71,1,28,1,49,50,71
28,71,1,28,5,49,54,71
28,73,1,28,5,27,32,73
28,73,1,28,7,25,32,73
28,73,1,28,3,32,35,73
28,73,1,28,8,27,35,73
28,73,1,28,1,35,36,73
28,73,1,28,1,48,49,73
28,73,1,28,4,45,49,73
28,73,1,28,9,40,49,73
28,73,1,28,24,25,49,73
28,73,1,28,1,49,50,73
28,79,1,28,5,27,32,79
28,79,1,28,7,25,32,79
28,79,1,28,3,32,35,79
28,79,1,28,8,27,35,79
28,79,1,28,1,35,36,79
28,79,1,28,1,48,49,79
28,79,1,28,4,45,49,79
28,79,1,28,9,40,49,79
28,79,1,28,24,25,49,79
28,83,1,28,5,27,32,83
28,83,1,28,7,25,32,83
28,83,1,28,3,32,35,83
28,83,1,28,8,27,35,83
28,83,1,28,1,35,36,83
28,89,1,28,5,27,32,89
28,89,1,28,7,25,32,89
28,89,1,28,3,32,35,89
28,89,1,28,8,27,35,89
28,89,1,28,1,35,36,89
28,97,1,28,5,27,32,97
28,97,1,28,7,25,32,97
28,97,1,28,3,32,35,97
28,97,1,28,8,27,35,97
28,97,1,28,1,35,36,97
28,101,1,28,5,27,32,101
28,101,1,28,7,25,32,101
28,101,1,28,3,32,35,101
28,101,1,28,8,27,35,101
28,101,1,28,1,35,36,101
28,103,1,28,5,27,32,103
28,103,1,28,7,25,32,103
28,103,1,28,3,32,35,103
28,103,1,28,8,27,35,103
28,103,1,28,1,35,36,103
28,107,1,28,5,27,32,107
28,107,1,28,7,25,32,107
28,107,1,28,3,32,35,107
28,107,1,28,8,27,35,107
28,107,1,28,1,35,36,107
28,109,1,28,5,27,32,109
28,109,1,28,7,25,32,109
28,109,1,28,3,32,35,109
28,109,1,28,8,27,35,109
28,113,1,28,5,27,32,113
28,113,1,28,7,25,32,113
30,1,1,30,1,80,81,1
30,1,1,30,3,125,128,1
30,3,3,10,5,27,32,1
30,3,3,10,1,80,81,1
30,3,3,10,3,125,128,1
30,13,3,10,5,27,32,13
30,13,3,10,1,80,81,13
30,13,3,10,3,125,128,13
30,17,3,10,5,27,32,17
30,17,3,10,1,80,81,17
30,17,3,10,3,125,128,17
30,19,3,10,5,27,32,19
30,19,3,10,1,80,81,19
30,19,3,10,3,125,128,19
30,23,3,10,5,27,32,23
30,23,3,10,1,80,81,23
30,23,3,10,3,125,128,23
30,29,3,10,5,27,32,29
30,29,3,10,1,80,81,29
30,29,3,10,3,125,128,29
30,31,3,10,5,27,32,31
30,31,3,10,1,80,81,31
30,31,3,10,3,125,128,31
30,37,1,30,1,80,81,37
30,37,3,10,5,27,32,37
30,37,3,10,1,80,81,37
30,39,3,10,5,27,32,13
30,39,3,10,1,80,81,13
30,41,1,30,1,80,81,41
30,41,3,10,5,27,32,41
30,41,3,10,1,80,81,41
30,43,1,30,1,80,81,43
30,43,3,10,5,27,32,43
30,43,3,10,1,80,81,43
30,47,1,30,1,80,81,47
30,47,3,10,5,27,32,47
30,47,3,10,1,80,81,47
30,51,3,10,5,27,32,17
30,51,3,10,1,80,81,17
30,53,3,10,5,27,32,53
30,57,3,10,5,27,32,19
30,59,3,10,5,27,32,59
30,61,3,10,5,27,32,61
30,67,3,10,5,27,32,67
30,69,3,10,5,27,32,23
30,71,3,10,5,27,32,71
30,73,3,10,5,27,32,73
30,79,3,10,5,27,32,79
30,83,3,10,5,27,32,83
30,87,3,10,5,27,32,29
30,89,3,10,5,27,32,89
30,93,3,10,5,27,32,31
30,97,3,10,5,27,32,97
30,101,3,10,5,27,32,101
30,103,3,10,5,27,32,103
30,107,3,10,5,27,32,107
30,109,3,10,5,27,32,109
30,111,3,10,5,27,32,37
30,113,3,10,5,27,32,113
30,123,3,10,5,27,32,41
30,127,3,10,5,27,32,127
30,129,3,10,5,27,32,43
30,131,3,10,5,27,32,131
34,1,1,34,17,64,81,1
34,1,1,34,1,288,289,1
34,37,1,34,17,64,81,37
34,41,1,34,17,64,81,41
34,43,1,34,17,64,81,43
34,47,1,34,17,64,81,47
34,53,1,34,17,64,81,53
36,1,1,36,1,512,513,1
36,2,2,18,1,80,81,1
36,2,2,18,3,125,128,1
36,3,3,12,1,48,49,1
36,3,3,12,1,63,64,1
36,3,3,12,32,49,81,1
36,17,3,12,1,48,49,17
36,17,3,12,1,63,64,17
36,17,3,12,32,49,81,17
36,19,3,12,1,48,49,19
36,19,3,12,1,63,64,19
36,19,3,12,32,49,81,19
36,23,2,18,1,80,81,23
36,23,2,18,3,125,128,23
36,23,3,12,1,48,49,23
36,23,3,12,1,63,64,23
36,23,3,12,32,49,81,23
36,29,2,18,1,80,81,29
36,29,2,18,3,125,128,29
36,29,3,12,1,48,49,29
36,29,3,12,1,63,64,29
36,29,3,12,32,49,81,29
36,31,2,18,1,80,81,31
36,31,2,18,3,125,128,31
36,31,3,12,1,48,49,31
36,31,3,12,1,63,64,31
36,31,3,12,32,49,81,31
36,37,2,18,1,80,81,37
36,37,2,18,3,125,128,37
36,37,3,12,1,48,49,37
36,37,3,12,1,63,64,37
36,37,3,12,32,49,81,37
36,41,2,18,1,80,81,41
36,41,3,12,1,48,49,41
36,41,3,12,1,63,64,41
36,41,3,12,32,49,81,41
36,43,2,18,1,80,81,43
36,43,3,12,1,48,49,43
36,43,3,12,1,63,64,43
36,43,3,12,32,49,81,43
36,46,2,18,1,80,81,23
36,47,2,18,1,80,81,47
36,47,3,12,1,48,49,47
36,47,3,12,1,63,64,47
36,47,3,12,32,49,81,47
36,51,3,12,1,48,49,17
36,51,3,12,1,63,64,17
36,51,3,12,32,49,81,17
36,53,2,18,1,80,81,53
36,53,3,12,1,48,49,53
36,53,3,12,1,63,64,53
36,53,3,12,32,49,81,53
36,57,3,12,1,48,49,19
36,57,3,12,1,63,64,19
36,57,3,12,32,49,81,19
36,58,2,18,1,80,81,29
36,59,2,18,1,80,81,59
36,59,3,12,1,48,49,59
36,59,3,12,1,63,64,59
36,59,3,12,32,49,81,59
36,61,2,18,1,80,81,61
36,61,3,12,1,48,49,61
36,61,3,12,1,63,64,61
36,61,3,12,32,49,81,61
36,62,2,18,1,80,81,31
36,67,3,12,1,48,49,67
36,67,3,12,1,63,64,67
36,69,3,12,1,48,49,23
36,69,3,12,1,63,64,23
36,71,3,12,1,48,49,71
36,71,3,12,1,63,64,71
36,73,3,12,1,48,49,73
36,73,3,12,1,63,64,73
36,79,3,12,1,48,49,79
36,83,3,12,1,48,49,83
36,87,3,12,1,48,49,29
36,89,3,12,1,48,49,89
36,93,3,12,1,48,49,31
36,97,3,12,1,48,49,97
36,101,3,12,1,48,49,101
40,1,1,40,1,48,49,1
40,1,1,40,4,45,49,1
40,1,1,40,9,40,49,1
40,1,1,40,24,25,49,1
40,1,1,40,1,49,50,1
40,1,1,40,5,49,54,1
40,1,1,40,1,63,64,1
40,1,1,40,15,49,64,1
40,1,1,40,1,80,81,1
40,1,1,40,25,56,81,1
40,1,1,40,32,49,81,1
40,1,1,40,27,98,125,1
40,1,1,40,1,125,126,1
40,1,1,40,3,125,128,1
40,1,1,40,7,128,135,1
40,1,1,40,64,125,189,1
40,1,1,40,1,224,225,1
40,1,1,40,2,243,245,1
40,1,1,40,7,243,250,1
40,1,1,40,81,175,256,1
40,1,1,40,100,243,343,1
40,1,1,40,32,343,375,1
40,1,1,40,49,576,625,1
40,1,1,40,5,1024,1029,1
40,1,1,40,1,2400,2401,1
40,1,1,40,1,4374,4375,1
