U,V,d,su1,su2,su3,su4,su5,sv1,sv2,sv3,sv4,sv5,r,t,e,a,b,n
9,2,66,40,0,0,0,0,54,0,0,0,0,2,2,33,81,40,121
9,2,66,64,0,0,0,0,18,0,0,0,0,2,2,33,45,32,77
9,2,75,20,0,0,0,0,27,0,0,0,0,1,1,75,81,40,121
9,2,99,60,0,0,0,0,81,0,0,0,0,3,3,33,81,40,121
9,2,106,40,0,0,0,0,54,0,0,0,0,2,2,53,81,40,121
9,2,131,131,0,0,0,0,81,0,0,0,0,1,1,131,81,262,343
9,2,141,44,0,0,0,0,27,0,0,0,0,1,1,141,81,88,169
9,2,143,44,0,0,0,0,27,0,0,0,0,1,1,143,81,88,169
9,2,175,4,0,0,0,0,135,0,0,0,0,1,1,175,405,8,413
9,4,40,40,0,0,0,0,6,0,0,0,0,1,1,40,9,40,49
9,4,78,8,0,0,0,0,78,0,0,0,0,1,1,78,117,8,125
9,4,83,64,0,0,0,0,75,0,0,0,0,1,1,83,225,64,289
9,4,85,64,0,0,0,0,75,0,0,0,0,1,1,85,225,64,289
9,4,108,20,0,0,0,0,54,0,0,0,0,1,1,108,81,40,121
9,4,110,20,0,0,0,0,54,0,0,0,0,1,1,110,81,40,121
9,4,143,64,0,0,0,0,87,0,0,0,0,1,1,143,261,64,325
9,4,166,128,0,0,0,0,150,0,0,0,0,2,2,83,225,64,289
9,4,170,128,0,0,0,0,150,0,0,0,0,2,2,85,225,64,289
9,4,185,64,0,0,0,0,75,0,0,0,0,1,1,185,225,64,289
9,4,203,82,0,0,0,0,81,0,0,0,0,1,1,203,81,164,245
9,4,215,64,0,0,0,0,93,0,0,0,0,1,1,215,279,64,343
9,4,217,64,0,0,0,0,93,0,0,0,0,1,1,217,279,64,343
9,5,86,20,0,0,0,0,81,0,0,0,0,1,1,86,81,40,121
9,5,130,25,0,0,0,0,72,0,0,0,0,1,1,130,144,25,169
9,5,154,70,0,0,0,0,99,0,0,0,0,1,1,154,99,70,169
9,7,64,49,0,0,0,0,36,0,0,0,0,1,1,64,72,49,121
9,8,33,32,0,0,0,0,27,0,0,0,0,1,1,33,45,32,77
9,8,66,64,0,0,0,0,54,0,0,0,0,2,2,33,45,32,77
9,8,141,44,0,0,0,0,81,0,0,0,0,1,1,141,81,88,169
9,8,143,44,0,0,0,0,81,0,0,0,0,1,1,143,81,88,169
9,10,99,20,0,0,0,0,27,81,0,0,0,1,1,99,81,40,121
9,11,156,44,0,0,0,0,81,0,0,0,0,1,1,156,81,88,169
9,13,110,26,0,0,0,0,99,0,0,0,0,1,1,110,99,26,125
9,13,170,104,0,0,0,0,81,0,0,0,0,1,1,170,81,208,289
9,16,117,104,0,0,0,0,81,0,0,0,0,1,1,117,81,208,289
9,16,170,64,0,0,0,0,150,0,0,0,0,1,1,170,225,64,289
9,16,188,64,0,0,0,0,114,0,0,0,0,1,1,188,171,64,235
9,16,219,104,0,0,0,0,81,0,0,0,0,1,1,219,81,208,289
9,16,221,104,0,0,0,0,81,0,0,0,0,1,1,221,81,208,289
9,17,188,85,0,0,0,0,171,0,0,0,0,1,1,188,171,85,256
9,20,86,20,0,0,0,0,54,81,0,0,0,1,1,86,81,40,121
9,25,154,25,0,0,0,0,144,0,0,0,0,1,1,154,144,25,169
9,25,182,50,0,0,0,0,162,0,0,0,0,1,1,182,243,125,368
9,40,99,20,0,0,0,0,81,81,0,0,0,1,1,99,81,40,121
9,44,103,22,0,0,0,0,81,81,0,0,0,1,1,103,81,44,125
9,44,156,44,0,0,0,0,54,81,0,0,0,1,1,156,81,88,169
9,49,86,49,0,0,0,0,72,0,0,0,0,1,1,86,72,49,121
9,62,63,62,0,0,0,0,63,63,0,0,0,1,1,63,63,62,125
9,125,152,125,0,0,0,0,99,0,0,0,0,1,1,152,99,125,224
9,131,210,131,0,0,0,0,81,0,0,0,0,1,1,210,81,262,343
9,145,202,145,0,0,0,0,144,144,0,0,0,1,1,202,144,145,289
9,208,185,104,0,0,0,0,81,81,0,0,0,1,1,185,81,208,289
10,3,131,27,81,0,0,0,70,0,0,0,0,1,1,131,280,81,361
10,9,99,27,81,0,0,0,20,0,0,0,0,1,1,99,40,81,121
10,27,99,27,81,0,0,0,30,0,0,0,0,1,1,99,40,81,121
11,2,133,25,0,0,0,0,121,0,0,0,0,1,1,133,121,50,171
11,2,153,32,0,0,0,0,99,0,0,0,0,1,1,153,495,32,527
11,2,193,193,0,0,0,0,121,0,0,0,0,1,1,193,121,386,507
11,3,90,81,0,0,0,0,11,0,0,0,0,1,1,90,44,81,125
11,3,154,24,0,0,0,0,121,0,0,0,0,1,1,154,121,48,169
11,4,145,70,0,0,0,0,121,0,0,0,0,1,1,145,121,140,261
11,4,207,64,0,0,0,0,99,0,0,0,0,1,1,207,297,64,361
11,5,186,155,0,0,0,0,88,0,0,0,0,1,1,186,88,155,243
11,5,208,175,0,0,0,0,88,0,0,0,0,1,1,208,176,175,351
11,7,156,147,0,0,0,0,11,0,0,0,0,1,1,156,22,147,169
11,8,193,52,0,0,0,0,121,0,0,0,0,1,1,193,121,104,225
11,8,195,52,0,0,0,0,121,0,0,0,0,1,1,195,121,104,225
11,9,156,81,0,0,0,0,44,0,0,0,0,1,1,156,88,81,169
11,13,160,52,0,0,0,0,121,0,0,0,0,1,1,160,121,104,225
11,16,103,48,0,0,0,0,77,0,0,0,0,1,1,103,77,48,125
11,21,170,84,0,0,0,0,121,121,0,0,0,1,1,170,121,168,289
11,25,208,100,0,0,0,0,143,0,0,0,0,1,1,208,143,100,243
11,27,90,81,0,0,0,0,33,0,0,0,0,1,1,90,44,81,125
11,27,156,81,0,0,0,0,66,0,0,0,0,1,1,156,88,81,169
11,31,210,155,0,0,0,0,88,0,0,0,0,1,1,210,88,155,243
11,48,143,24,0,0,0,0,121,121,0,0,0,1,1,143,121,48,169
11,49,190,49,0,0,0,0,176,0,0,0,0,1,1,190,176,49,225
11,52,187,156,0,0,0,0,187,187,0,0,0,1,1,187,187,156,343
11,61,180,61,0,0,0,0,121,0,0,0,0,1,1,180,121,122,243
11,81,90,81,0,0,0,0,44,0,0,0,0,1,1,90,44,81,125
11,81,180,81,0,0,0,0,143,0,0,0,0,1,1,180,143,81,224
11,156,187,156,0,0,0,0,187,187,187,0,0,1,1,187,187,156,343
11,240,131,120,0,0,0,0,121,121,121,0,0,1,1,131,121,240,361
12,5,86,10,25,0,0,0,48,0,0,0,0,1,1,86,96,25,121
12,5,88,10,25,0,0,0,48,0,0,0,0,1,1,88,96,25,121
13,2,45,8,0,0,0,0,39,0,0,0,0,1,1,45,117,8,125
13,2,73,8,0,0,0,0,39,0,0,0,0,1,1,73,117,8,125
13,2,90,16,0,0,0,0,78,0,0,0,0,2,2,45,117,8,125
13,3,110,21,0,0,0,0,104,0,0,0,0,1,1,110,104,21,125
13,3,110,99,0,0,0,0,13,0,0,0,0,1,1,110,26,99,125
13,3,170,81,0,0,0,0,52,0,0,0,0,1,1,170,208,81,289
13,4,163,100,0,0,0,0,143,0,0,0,0,1,1,163,143,100,243
13,4,165,100,0,0,0,0,143,0,0,0,0,1,1,165,143,100,243
13,5,66,55,0,0,0,0,26,0,0,0,0,1,1,66,26,55,81
13,7,60,49,0,0,0,0,13,0,0,0,0,1,1,60,26,49,75
13,7,100,63,0,0,0,0,65,0,0,0,0,1,1,100,65,63,128
13,9,110,99,0,0,0,0,26,0,0,0,0,1,1,110,26,99,125
13,9,170,81,0,0,0,0,104,0,0,0,0,1,1,170,208,81,289
13,11,160,121,0,0,0,0,52,0,0,0,0,1,1,160,104,121,225
13,37,204,37,0,0,0,0,169,0,0,0,0,1,1,204,169,74,243
13,53,220,53,0,0,0,0,169,0,0,0,0,1,1,220,169,106,275
13,56,195,28,0,0,0,0,169,169,0,0,0,1,1,195,169,56,225
13,100,163,100,0,0,0,0,143,143,0,0,0,1,1,163,143,100,243
13,128,207,64,0,0,0,0,169,0,0,0,0,1,1,207,169,128,297
13,197,208,197,0,0,0,0,208,0,0,0,0,1,1,208,208,197,405
13,272,201,136,0,0,0,0,169,169,0,0,0,1,1,201,169,272,441
14,3,95,27,81,0,0,0,70,0,0,0,0,1,1,95,280,81,361
14,3,190,54,162,0,0,0,140,0,0,0,0,2,2,95,280,81,361
14,3,207,207,207,0,0,0,77,0,0,0,0,1,1,207,154,207,361
14,5,115,15,75,0,0,0,112,0,0,0,0,1,1,115,224,75,299
15,2,207,8,32,0,0,0,81,0,0,0,0,1,1,207,405,32,437
15,4,89,64,64,0,0,0,35,0,0,0,0,1,1,89,105,64,169
15,4,117,32,32,0,0,0,75,0,0,0,0,1,1,117,225,64,289
15,4,185,32,32,0,0,0,75,0,0,0,0,1,1,185,225,64,289
15,7,134,49,49,0,0,0,120,0,0,0,0,1,1,134,240,49,289
15,7,202,49,49,0,0,0,120,0,0,0,0,1,1,202,240,49,289
15,16,119,112,56,0,0,0,75,0,0,0,0,1,1,119,75,112,187
15,16,154,64,64,0,0,0,70,0,0,0,0,1,1,154,105,64,169
15,16,170,32,32,0,0,0,150,0,0,0,0,1,1,170,225,64,289
16,3,15,9,0,0,0,0,8,0,0,0,0,1,1,15,16,9,25
16,3,58,54,0,0,0,0,16,0,0,0,0,1,1,58,64,81,145
16,3,68,14,0,0,0,0,64,0,0,0,0,1,1,68,64,21,85
16,3,75,9,0,0,0,0,56,0,0,0,0,1,1,75,112,9,121
16,3,77,9,0,0,0,0,56,0,0,0,0,1,1,77,112,9,121
16,3,116,108,0,0,0,0,32,0,0,0,0,2,2,58,64,81,145
16,3,168,150,0,0,0,0,32,0,0,0,0,1,1,168,64,225,289
16,3,170,150,0,0,0,0,32,0,0,0,0,1,1,170,64,225,289
16,3,182,54,0,0,0,0,112,0,0,0,0,1,1,182,448,81,529
16,3,188,114,0,0,0,0,32,0,0,0,0,1,1,188,64,171,235
16,3,221,81,0,0,0,0,52,0,0,0,0,1,1,221,208,81,289
16,5,36,20,0,0,0,0,16,0,0,0,0,1,1,36,32,25,57
16,5,42,36,0,0,0,0,32,0,0,0,0,1,1,42,32,45,77
16,5,66,20,0,0,0,0,48,0,0,0,0,1,1,66,96,25,121
16,5,88,20,0,0,0,0,48,0,0,0,0,1,1,88,96,25,121
16,5,102,68,0,0,0,0,32,0,0,0,0,1,1,102,32,85,117
16,5,102,100,0,0,0,0,32,0,0,0,0,1,1,102,96,125,221
16,5,108,20,0,0,0,0,48,0,0,0,0,1,1,108,96,25,121
16,5,115,25,0,0,0,0,72,0,0,0,0,1,1,115,144,25,169
16,5,117,25,0,0,0,0,72,0,0,0,0,1,1,117,144,25,169
16,5,154,70,0,0,0,0,64,0,0,0,0,1,1,154,64,105,169
16,5,202,150,0,0,0,0,32,0,0,0,0,1,1,202,64,225,289
16,5,204,200,0,0,0,0,64,0,0,0,0,2,2,102,96,125,221
16,5,208,20,0,0,0,0,208,0,0,0,0,1,1,208,416,25,441
16,7,78,70,0,0,0,0,64,0,0,0,0,1,1,78,64,105,169
16,7,118,28,0,0,0,0,64,0,0,0,0,1,1,118,128,49,177
16,7,153,49,0,0,0,0,120,0,0,0,0,1,1,153,240,49,289
16,7,156,140,0,0,0,0,128,0,0,0,0,2,2,78,64,105,169
16,7,163,49,0,0,0,0,88,0,0,0,0,1,1,163,176,49,225
16,7,165,49,0,0,0,0,88,0,0,0,0,1,1,165,176,49,225
16,9,117,81,0,0,0,0,104,0,0,0,0,1,1,117,208,81,289
16,9,170,150,0,0,0,0,64,0,0,0,0,1,1,170,64,225,289
16,9,188,114,0,0,0,0,64,0,0,0,0,1,1,188,64,171,235
16,9,219,81,0,0,0,0,104,0,0,0,0,1,1,219,208,81,289
16,9,221,81,0,0,0,0,104,0,0,0,0,1,1,221,208,81,289
16,11,103,77,0,0,0,0,48,0,0,0,0,1,1,103,48,77,125
16,15,119,75,0,0,0,0,112,56,0,0,0,1,1,119,112,75,187
16,15,154,70,0,0,0,0,64,64,0,0,0,1,1,154,64,105,169
16,15,170,150,0,0,0,0,32,32,0,0,0,1,1,170,64,225,289
16,19,64,38,0,0,0,0,64,0,0,0,0,1,1,64,64,57,121
16,21,218,84,0,0,0,0,128,64,0,0,0,1,1,218,128,147,275
16,25,102,100,0,0,0,0,64,0,0,0,0,1,1,102,96,125,221
16,25,202,150,0,0,0,0,64,0,0,0,0,1,1,202,64,225,289
16,25,204,150,0,0,0,0,64,0,0,0,0,1,1,204,64,225,289
16,25,204,200,0,0,0,0,128,0,0,0,0,2,2,102,96,125,221
16,27,58,54,0,0,0,0,48,0,0,0,0,1,1,58,64,81,145
16,27,116,108,0,0,0,0,96,0,0,0,0,2,2,58,64,81,145
16,27,219,81,0,0,0,0,156,0,0,0,0,1,1,219,208,81,289
16,29,180,174,0,0,0,0,64,0,0,0,0,1,1,180,64,261,325
16,35,184,140,0,0,0,0,16,32,0,0,0,1,1,184,32,175,207
16,37,138,74,0,0,0,0,64,0,0,0,0,1,1,138,64,111,175
16,45,42,36,0,0,0,0,32,32,0,0,0,1,1,42,32,45,77
16,45,170,150,0,0,0,0,64,32,0,0,0,1,1,170,64,225,289
16,45,202,150,0,0,0,0,64,32,0,0,0,1,1,202,64,225,289
16,49,198,84,0,0,0,0,128,0,0,0,0,1,1,198,128,147,275
16,57,64,38,0,0,0,0,64,64,0,0,0,1,1,64,64,57,121
16,75,204,150,0,0,0,0,32,64,0,0,0,1,1,204,64,225,289
16,81,221,81,0,0,0,0,208,0,0,0,0,1,1,221,208,81,289
16,87,180,174,0,0,0,0,32,64,0,0,0,1,1,180,64,261,325
16,105,104,70,0,0,0,0,64,64,64,0,0,1,1,104,64,105,169
16,147,198,84,0,0,0,0,128,128,0,0,0,1,1,198,128,147,275
16,225,202,150,0,0,0,0,64,64,0,0,0,1,1,202,64,225,289
17,3,200,81,0,0,0,0,136,0,0,0,0,1,1,200,544,81,625
17,9,188,171,0,0,0,0,85,0,0,0,0,1,1,188,85,171,256
17,27,108,108,0,0,0,0,17,0,0,0,0,1,1,108,17,108,125
17,35,192,175,0,0,0,0,34,68,0,0,0,1,1,192,68,175,243
17,125,174,125,0,0,0,0,136,0,0,0,0,1,1,174,136,125,261
19,2,145,128,0,0,0,0,19,0,0,0,0,1,1,145,133,128,261
19,4,85,68,0,0,0,0,57,0,0,0,0,1,1,85,57,68,125
19,5,42,25,0,0,0,0,19,0,0,0,0,1,1,42,38,25,63
19,5,220,125,0,0,0,0,57,0,0,0,0,1,1,220,171,125,296
19,8,145,128,0,0,0,0,57,0,0,0,0,1,1,145,133,128,261
19,16,64,64,0,0,0,0,38,0,0,0,0,1,1,64,57,64,121
19,32,145,128,0,0,0,0,95,0,0,0,0,1,1,145,133,128,261
19,128,145,128,0,0,0,0,133,0,0,0,0,1,1,145,133,128,261
20,3,42,6,9,0,0,0,20,0,0,0,0,1,1,42,40,9,49
20,3,86,54,81,0,0,0,10,0,0,0,0,1,1,86,40,81,121
20,9,86,54,81,0,0,0,20,0,0,0,0,1,1,86,40,81,121
20,81,86,54,81,0,0,0,40,0,0,0,0,1,1,86,40,81,121
21,2,93,8,4,0,0,0,49,0,0,0,0,1,1,93,147,8,155
21,4,218,128,64,0,0,0,42,0,0,0,0,1,1,218,147,128,275
21,11,170,121,121,0,0,0,84,0,0,0,0,1,1,170,168,121,289
21,16,218,128,64,0,0,0,84,0,0,0,0,1,1,218,147,128,275
21,64,218,128,64,0,0,0,126,0,0,0,0,1,1,218,147,128,275
23,7,58,35,0,0,0,0,46,0,0,0,0,1,1,58,46,35,81
23,7,208,49,0,0,0,0,138,0,0,0,0,1,1,208,276,49,325
23,128,195,128,0,0,0,0,115,0,0,0,0,1,1,195,115,128,243
24,5,35,25,25,0,0,0,12,0,0,0,0,1,1,35,24,25,49
24,5,53,15,25,0,0,0,48,0,0,0,0,1,1,53,96,25,121
24,5,106,30,50,0,0,0,96,0,0,0,0,2,2,53,96,25,121
24,5,185,25,25,0,0,0,132,0,0,0,0,1,1,185,264,25,289
24,5,187,25,25,0,0,0,132,0,0,0,0,1,1,187,264,25,289
24,7,65,49,49,0,0,0,60,0,0,0,0,1,1,65,120,49,169
24,7,130,98,98,0,0,0,120,0,0,0,0,2,2,65,120,49,169
24,169,185,169,169,0,0,0,120,0,0,0,0,1,1,185,120,169,289
25,2,99,96,0,0,0,0,5,0,0,0,0,1,1,99,25,96,121
25,2,117,32,0,0,0,0,65,0,0,0,0,1,1,117,325,32,357
25,2,117,64,0,0,0,0,25,0,0,0,0,1,1,117,125,96,221
25,2,219,16,0,0,0,0,125,0,0,0,0,1,1,219,625,32,657
25,3,52,39,0,0,0,0,25,0,0,0,0,1,1,52,25,39,64
25,3,152,9,0,0,0,0,100,0,0,0,0,1,1,152,200,9,209
25,3,168,98,0,0,0,0,125,0,0,0,0,1,1,168,125,147,272
25,3,182,162,0,0,0,0,25,0,0,0,0,1,1,182,125,243,368
25,4,102,64,0,0,0,0,50,0,0,0,0,1,1,102,125,96,221
25,4,117,64,0,0,0,0,75,0,0,0,0,1,1,117,225,64,289
25,4,187,64,0,0,0,0,75,0,0,0,0,1,1,187,225,64,289
25,4,204,128,0,0,0,0,100,0,0,0,0,2,2,102,125,96,221
25,4,219,64,0,0,0,0,75,0,0,0,0,1,1,219,225,64,289
25,8,61,56,0,0,0,0,25,0,0,0,0,1,1,61,25,56,81
25,8,99,96,0,0,0,0,15,0,0,0,0,1,1,99,25,96,121
25,8,117,64,0,0,0,0,75,0,0,0,0,1,1,117,125,96,221
25,9,154,144,0,0,0,0,25,0,0,0,0,1,1,154,25,144,169
25,9,182,162,0,0,0,0,50,0,0,0,0,1,1,182,125,243,368
25,11,208,143,0,0,0,0,100,0,0,0,0,1,1,208,100,143,243
25,16,102,64,0,0,0,0,100,0,0,0,0,1,1,102,125,96,221
25,16,202,64,0,0,0,0,150,0,0,0,0,1,1,202,225,64,289
25,16,204,64,0,0,0,0,150,0,0,0,0,1,1,204,225,64,289
25,16,204,128,0,0,0,0,200,0,0,0,0,2,2,102,125,96,221
25,32,99,96,0,0,0,0,25,0,0,0,0,1,1,99,25,96,121
25,49,64,49,0,0,0,0,50,0,0,0,0,1,1,64,50,49,99
25,81,182,162,0,0,0,0,100,0,0,0,0,1,1,182,125,243,368
25,81,194,81,0,0,0,0,175,0,0,0,0,1,1,194,175,81,256
25,81,196,81,0,0,0,0,175,0,0,0,0,1,1,196,175,81,256
25,81,224,81,0,0,0,0,175,0,0,0,0,1,1,224,175,81,256
25,162,203,108,0,0,0,0,125,125,0,0,0,1,1,203,125,162,287
25,169,174,169,0,0,0,0,150,0,0,0,0,1,1,174,150,169,319
25,243,182,162,0,0,0,0,125,0,0,0,0,1,1,182,125,243,368
27,2,33,30,0,0,0,0,27,0,0,0,0,1,1,33,81,40,121
27,2,55,30,0,0,0,0,27,0,0,0,0,1,1,55,81,40,121
27,2,66,60,0,0,0,0,54,0,0,0,0,2,2,33,81,40,121
27,2,75,30,0,0,0,0,27,0,0,0,0,1,1,75,81,40,121
27,2,99,90,0,0,0,0,81,0,0,0,0,3,3,33,81,40,121
27,2,105,98,0,0,0,0,27,0,0,0,0,1,1,105,27,98,125
27,2,110,60,0,0,0,0,54,0,0,0,0,2,2,55,81,40,121
27,2,141,66,0,0,0,0,27,0,0,0,0,1,1,141,81,88,169
27,2,175,6,0,0,0,0,135,0,0,0,0,1,1,175,405,8,413
27,4,85,48,0,0,0,0,27,0,0,0,0,1,1,85,81,64,145
27,4,88,30,0,0,0,0,54,0,0,0,0,1,1,88,81,40,121
27,4,108,30,0,0,0,0,54,0,0,0,0,1,1,108,81,40,121
27,4,130,66,0,0,0,0,54,0,0,0,0,1,1,130,81,88,169
27,4,154,66,0,0,0,0,54,0,0,0,0,1,1,154,81,88,169
27,4,209,64,0,0,0,0,99,0,0,0,0,1,1,209,297,64,361
27,5,112,25,0,0,0,0,54,0,0,0,0,1,1,112,108,25,133
27,5,136,75,0,0,0,0,81,0,0,0,0,1,1,136,243,125,368
27,5,184,75,0,0,0,0,81,0,0,0,0,1,1,184,243,125,368
27,8,141,66,0,0,0,0,81,0,0,0,0,1,1,141,81,88,169
27,10,99,30,0,0,0,0,27,81,0,0,0,1,1,99,81,40,121
27,11,90,33,0,0,0,0,81,0,0,0,0,1,1,90,81,44,125
27,11,156,66,0,0,0,0,81,0,0,0,0,1,1,156,81,88,169
27,16,58,48,0,0,0,0,54,0,0,0,0,1,1,58,81,64,145
27,16,116,96,0,0,0,0,108,0,0,0,0,2,2,58,81,64,145
27,16,219,156,0,0,0,0,81,0,0,0,0,1,1,219,81,208,289
27,17,108,17,0,0,0,0,108,0,0,0,0,1,1,108,108,17,125
27,40,99,30,0,0,0,0,81,81,0,0,0,1,1,99,81,40,121
27,44,103,33,0,0,0,0,81,81,0,0,0,1,1,103,81,44,125
27,44,156,66,0,0,0,0,54,81,0,0,0,1,1,156,81,88,169
27,64,85,48,0,0,0,0,81,0,0,0,0,1,1,85,81,64,145
27,121,140,121,0,0,0,0,54,0,0,0,0,1,1,140,54,121,175
27,121,188,121,0,0,0,0,135,0,0,0,0,1,1,188,135,121,256
27,121,190,121,0,0,0,0,135,0,0,0,0,1,1,190,135,121,256
28,3,90,46,69,0,0,0,56,0,0,0,0,1,1,90,56,69,125
28,3,168,6,9,0,0,0,140,0,0,0,0,1,1,168,280,9,289
28,3,170,6,9,0,0,0,140,0,0,0,0,1,1,170,280,9,289
28,3,205,27,81,0,0,0,112,0,0,0,0,1,1,205,448,81,529
29,16,180,64,0,0,0,0,174,0,0,0,0,1,1,180,261,64,325
31,4,217,64,0,0,0,0,93,0,0,0,0,1,1,217,279,64,343
31,11,210,88,0,0,0,0,155,0,0,0,0,1,1,210,155,88,243
32,3,93,93,0,0,0,0,32,0,0,0,0,1,1,93,32,93,125
32,3,143,9,0,0,0,0,80,0,0,0,0,1,1,143,160,9,169
32,3,185,81,0,0,0,0,136,0,0,0,0,1,1,185,544,81,625
32,3,207,9,0,0,0,0,176,0,0,0,0,1,1,207,352,9,361
32,3,209,9,0,0,0,0,176,0,0,0,0,1,1,209,352,9,361
32,7,49,49,0,0,0,0,16,0,0,0,0,1,1,49,32,49,81
32,7,51,49,0,0,0,0,16,0,0,0,0,1,1,51,32,49,81
32,7,63,49,0,0,0,0,16,0,0,0,0,1,1,63,32,49,81
32,19,145,95,0,0,0,0,128,0,0,0,0,1,1,145,128,133,261
32,25,99,25,0,0,0,0,96,0,0,0,0,1,1,99,96,25,121
32,49,51,49,0,0,0,0,32,0,0,0,0,1,1,51,32,49,81
32,49,67,49,0,0,0,0,32,0,0,0,0,1,1,67,32,49,81
32,49,163,105,0,0,0,0,128,0,0,0,0,1,1,163,128,147,275
35,4,184,16,32,0,0,0,70,0,0,0,0,1,1,184,175,32,207
35,4,187,34,68,0,0,0,175,0,0,0,0,1,1,187,175,68,243
35,16,184,16,32,0,0,0,140,0,0,0,0,1,1,184,175,32,207
35,17,192,34,68,0,0,0,175,0,0,0,0,1,1,192,175,68,243
37,13,204,169,0,0,0,0,37,0,0,0,0,1,1,204,74,169,243
37,16,138,64,0,0,0,0,74,0,0,0,0,1,1,138,111,64,175
37,169,204,169,0,0,0,0,74,0,0,0,0,1,1,204,74,169,243
39,2,73,4,8,0,0,0,39,0,0,0,0,1,1,73,117,8,125
39,4,110,4,8,0,0,0,78,0,0,0,0,1,1,110,117,8,125
40,3,131,81,81,0,0,0,70,0,0,0,0,1,1,131,280,81,361
40,9,99,81,81,0,0,0,20,0,0,0,0,1,1,99,40,81,121
40,27,99,81,81,0,0,0,30,0,0,0,0,1,1,99,40,81,121
43,7,90,49,0,0,0,0,43,0,0,0,0,1,1,90,86,49,135
44,9,103,81,81,0,0,0,22,0,0,0,0,1,1,103,44,81,125
44,9,156,54,81,0,0,0,44,0,0,0,0,1,1,156,88,81,169
44,27,103,81,81,0,0,0,33,0,0,0,0,1,1,103,44,81,125
44,27,156,54,81,0,0,0,66,0,0,0,0,1,1,156,88,81,169
45,4,42,32,32,0,0,0,18,0,0,0,0,1,1,42,45,32,77
45,4,85,64,32,0,0,0,75,0,0,0,0,1,1,85,225,64,289
45,4,170,128,64,0,0,0,150,0,0,0,0,2,2,85,225,64,289
45,4,185,64,32,0,0,0,75,0,0,0,0,1,1,185,225,64,289
45,4,187,64,32,0,0,0,75,0,0,0,0,1,1,187,225,64,289
45,16,42,32,32,0,0,0,36,0,0,0,0,1,1,42,45,32,77
45,16,170,64,32,0,0,0,150,0,0,0,0,1,1,170,225,64,289
45,16,202,64,32,0,0,0,150,0,0,0,0,1,1,202,225,64,289
47,3,78,78,0,0,0,0,47,0,0,0,0,1,1,78,47,78,125
47,5,196,55,0,0,0,0,188,0,0,0,0,1,1,196,188,55,243
48,5,86,20,25,0,0,0,48,0,0,0,0,1,1,86,96,25,121
48,5,88,20,25,0,0,0,48,0,0,0,0,1,1,88,96,25,121
48,11,143,121,121,0,0,0,24,0,0,0,0,1,1,143,48,121,169
49,2,55,50,0,0,0,0,49,0,0,0,0,1,1,55,49,50,99
49,2,163,128,0,0,0,0,21,0,0,0,0,1,1,163,147,128,275
49,2,205,184,0,0,0,0,147,0,0,0,0,1,1,205,441,184,625
49,2,207,88,0,0,0,0,147,0,0,0,0,1,1,207,441,88,529
49,3,50,15,0,0,0,0,49,0,0,0,0,1,1,50,49,15,64
49,4,95,76,0,0,0,0,49,0,0,0,0,1,1,95,49,76,125
49,4,198,128,0,0,0,0,42,0,0,0,0,1,1,198,147,128,275
49,5,114,95,0,0,0,0,49,0,0,0,0,1,1,114,49,95,144
49,5,202,125,0,0,0,0,49,0,0,0,0,1,1,202,147,125,272
49,8,163,128,0,0,0,0,63,0,0,0,0,1,1,163,147,128,275
49,9,86,72,0,0,0,0,49,0,0,0,0,1,1,86,49,72,121
49,11,190,176,0,0,0,0,49,0,0,0,0,1,1,190,49,176,225
49,16,198,128,0,0,0,0,84,0,0,0,0,1,1,198,147,128,275
49,25,64,50,0,0,0,0,49,0,0,0,0,1,1,64,49,50,99
49,32,51,32,0,0,0,0,49,0,0,0,0,1,1,51,49,32,81
49,32,67,32,0,0,0,0,49,0,0,0,0,1,1,67,49,32,81
49,32,163,128,0,0,0,0,105,0,0,0,0,1,1,163,147,128,275
49,64,198,128,0,0,0,0,126,0,0,0,0,1,1,198,147,128,275
49,72,77,72,0,0,0,0,49,49,0,0,0,1,1,77,49,72,121
49,125,202,125,0,0,0,0,147,0,0,0,0,1,1,202,147,125,272
49,125,214,125,0,0,0,0,196,0,0,0,0,1,1,214,196,125,321
49,128,163,128,0,0,0,0,147,0,0,0,0,1,1,163,147,128,275
52,3,110,14,21,0,0,0,104,0,0,0,0,1,1,110,104,21,125
52,11,187,187,187,0,0,0,156,0,0,0,0,1,1,187,156,187,343
53,13,220,169,0,0,0,0,53,0,0,0,0,1,1,220,106,169,275
56,3,95,81,81,0,0,0,70,0,0,0,0,1,1,95,280,81,361
56,3,190,162,162,0,0,0,140,0,0,0,0,2,2,95,280,81,361
56,5,51,25,25,0,0,0,28,0,0,0,0,1,1,51,56,25,81
56,5,115,45,75,0,0,0,112,0,0,0,0,1,1,115,224,75,299
56,13,195,169,169,0,0,0,28,0,0,0,0,1,1,195,56,169,225
57,16,64,64,64,0,0,0,38,0,0,0,0,1,1,64,57,64,121
61,5,84,25,0,0,0,0,61,0,0,0,0,1,1,84,122,25,147
61,11,180,121,0,0,0,0,61,0,0,0,0,1,1,180,122,121,243
62,9,63,63,63,0,0,0,62,0,0,0,0,1,1,63,62,63,125
64,3,85,81,0,0,0,0,16,0,0,0,0,1,1,85,64,81,145
64,3,161,81,0,0,0,0,112,0,0,0,0,1,1,161,448,81,529
64,5,117,105,0,0,0,0,64,0,0,0,0,1,1,117,64,105,169
64,7,118,42,0,0,0,0,64,0,0,0,0,1,1,118,128,49,177
