U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
5,976,61,0,0,61,61,16,25,2,27
5,976,61,0,0,61,61,16,80,1,81
5,976,61,0,0,61,61,16,125,3,128
5,976,244,0,0,4,4,244,1620,61,1681
5,976,256,0,0,4,4,244,305,64,369
5,980,4,0,0,2,2,490,1025,4,1029
5,980,5,0,0,5,5,196,440,1,441
5,980,55,0,0,5,5,196,245,11,256
5,980,165,0,0,5,5,196,125,99,224
5,980,405,0,0,5,5,196,605,81,686
5,980,605,0,0,5,5,196,135,121,256
5,980,605,0,0,5,5,196,320,121,441
5,980,980,0,0,35,35,28,25,56,81
5,984,1,0,0,1,1,984,6560,1,6561
5,984,4,0,0,4,4,246,960,1,961
5,984,24,0,0,12,12,82,1025,4,1029
5,984,38,0,0,2,2,492,845,19,864
5,984,41,0,0,1,1,984,2560,41,2601
5,984,41,0,0,41,41,24,80,1,81
5,984,41,0,0,41,41,24,125,3,128
5,984,104,0,0,2,2,492,675,104,779
5,984,328,0,0,82,82,12,45,4,49
5,984,338,0,0,2,2,492,855,169,1024
5,984,369,0,0,41,41,24,160,9,169
5,984,574,0,0,82,82,12,20,7,27
5,984,588,0,0,12,12,82,25,98,123
5,984,588,0,0,12,12,82,320,49,369
5,984,648,0,0,12,12,82,125,162,287
5,984,656,0,0,41,41,24,65,16,81
5,984,729,0,0,1,1,984,125,2187,2312
5,984,738,0,0,82,82,12,40,9,49
5,984,984,0,0,3,3,328,675,656,1331
5,984,984,0,0,12,12,82,25,164,189
5,984,984,0,0,82,82,12,25,24,49
5,986,29,0,0,29,29,34,80,1,81
5,986,29,0,0,29,29,34,125,3,128
5,986,29,0,0,29,29,34,135,1,136
5,986,29,0,0,29,29,34,255,1,256
5,988,8,0,0,1,1,988,1045,8,1053
5,988,13,0,0,13,13,76,80,1,81
5,988,13,0,0,13,13,76,95,1,96
5,988,13,0,0,13,13,76,125,3,128
5,988,13,0,0,13,13,76,360,1,361
5,988,13,0,0,13,13,76,1215,1,1216
5,988,169,0,0,13,13,76,95,13,108
5,988,171,0,0,19,19,52,160,9,169
5,988,208,0,0,13,13,76,65,16,81
5,988,208,0,0,13,13,76,475,32,507
5,988,234,0,0,13,13,76,325,36,361
5,988,243,0,0,1,1,988,1805,243,2048
5,988,338,0,0,13,13,76,625,104,729
5,988,513,0,0,1,1,988,125,1539,1664
5,988,988,0,0,13,13,76,5,76,81
5,990,15,0,0,15,15,66,80,1,81
5,990,15,0,0,15,15,66,120,1,121
5,990,15,0,0,15,15,66,125,3,128
5,990,15,0,0,15,15,66,135,1,136
5,990,15,0,0,15,15,66,255,1,256
5,990,45,0,0,15,15,66,85,3,88
5,990,165,0,0,15,15,66,85,11,96
5,990,180,0,0,45,45,22,25,8,33
5,990,216,0,0,3,3,330,625,288,913
5,990,405,0,0,45,45,22,55,9,64
5,990,512,0,0,1,1,990,625,2048,2673
5,990,540,0,0,15,15,66,85,36,121
5,990,720,0,0,15,15,66,25,96,121
5,990,990,0,0,45,45,22,5,22,27
5,992,2,0,0,2,2,496,960,1,961
5,992,8,0,0,8,8,124,125,3,128
5,992,8,0,0,8,8,124,960,1,961
5,992,62,0,0,62,62,16,25,2,27
5,992,62,0,0,62,62,16,80,1,81
5,992,62,0,0,62,62,16,125,3,128
5,992,128,0,0,8,8,124,945,16,961
5,992,248,0,0,8,8,124,250,93,343
5,992,672,0,0,8,8,124,625,336,961
5,992,768,0,0,8,8,124,25,192,217
5,994,1,0,0,1,1,994,2240,1,2241
5,994,1,0,0,1,1,994,5040,1,5041
5,994,56,0,0,1,1,994,2075,112,2187
5,996,6,0,0,6,6,166,2240,1,2241
5,996,332,0,0,83,83,12,45,4,49
5,996,336,0,0,6,6,166,2075,112,2187
5,996,498,0,0,6,6,166,160,83,243
5,996,581,0,0,83,83,12,20,7,27
5,996,747,0,0,83,83,12,40,9,49
5,996,996,0,0,83,83,12,25,24,49
5,1000,300,0,0,25,25,40,25,24,49
5,1000,320,0,0,10,10,100,225,64,289
5,1002,567,0,0,3,3,334,835,189,1024
5,1002,768,0,0,3,3,334,245,256,501
5,1004,64,0,0,2,2,502,625,128,753
5,1004,1004,0,0,2,2,502,25,1004,1029
5,1006,1006,0,0,1,1,1006,175,2012,2187
5,1008,2,0,0,2,2,504,735,1,736
5,1008,2,0,0,2,2,504,2645,1,2646
5,1008,3,0,0,3,3,336,4095,1,4096
5,1008,9,0,0,3,3,336,625,12,637
5,1008,12,0,0,12,12,84,125,3,128
5,1008,12,0,0,12,12,84,215,1,216
5,1008,18,0,0,6,6,168,340,3,343
5,1008,28,0,0,28,28,36,80,1,81
5,1008,28,0,0,28,28,36,95,1,96
5,1008,28,0,0,28,28,36,125,3,128
5,1008,28,0,0,28,28,36,360,1,361
5,1008,32,0,0,2,2,504,605,16,621
5,1008,39,0,0,3,3,336,1715,13,1728
5,1008,42,0,0,42,42,24,80,1,81
5,1008,42,0,0,42,42,24,125,3,128
5,1008,48,0,0,6,6,168,425,16,441
5,1008,63,0,0,63,63,16,25,2,27
5,1008,63,0,0,63,63,16,80,1,81
5,1008,63,0,0,63,63,16,125,3,128
5,1008,78,0,0,3,3,336,625,104,729
5,1008,81,0,0,9,9,112,125,27,152
5,1008,96,0,0,24,24,42,45,4,49
5,1008,98,0,0,2,2,504,480,49,529
5,1008,108,0,0,12,12,84,215,9,224
