U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
3,616,2,0,0,2,2,308,960,1,961
3,616,2,0,0,2,2,308,1023,1,1024
3,616,2,0,0,2,2,308,2400,1,2401
3,616,2,0,0,2,2,308,3750,1,3751
3,616,4,0,0,4,4,154,168,1,169
3,616,4,0,0,4,4,154,363,1,364
3,616,4,0,0,12,4,154,351,1,352
3,616,7,0,0,7,7,88,120,1,121
3,616,14,0,0,14,14,44,528,1,529
3,616,22,0,0,22,22,28,48,1,49
3,616,40,0,0,2,2,308,243,100,343
3,616,44,0,0,44,44,14,48,1,49
3,616,44,0,0,132,44,14,27,1,28
3,616,64,0,0,2,2,308,279,64,343
3,616,70,0,0,7,7,88,81,40,121
3,616,77,0,0,77,77,8,15,1,16
3,616,77,0,0,77,77,8,24,1,25
3,616,88,0,0,4,4,154,81,88,169
3,616,88,0,0,4,4,154,147,22,169
3,616,98,0,0,2,2,308,726,49,775
3,616,98,0,0,2,2,308,2976,49,3025
3,616,175,0,0,7,7,88,96,25,121
3,616,242,0,0,2,2,308,375,121,496
3,616,242,0,0,2,2,308,840,121,961
3,616,250,0,0,2,2,308,243,625,868
3,616,310,0,0,2,2,308,384,155,539
3,616,310,0,0,2,2,308,1176,155,1331
3,616,440,0,0,2,2,308,81,880,961
3,616,484,0,0,4,4,154,48,121,169
3,616,490,0,0,2,2,308,96,245,341
3,616,500,0,0,2,2,308,93,250,343
3,616,550,0,0,22,22,28,24,25,49
3,616,616,0,0,2,2,308,9,616,625
3,616,616,0,0,77,77,8,9,16,25
3,620,1,0,0,1,1,620,960,1,961
3,620,2,0,0,2,2,310,624,1,625
3,620,2,0,0,2,2,310,960,1,961
3,620,2,0,0,6,2,310,675,1,676
3,620,31,0,0,31,31,20,24,1,25
3,620,31,0,0,31,31,20,120,1,121
3,620,62,0,0,62,62,10,15,1,16
3,620,62,0,0,62,62,10,24,1,25
3,620,155,0,0,93,31,20,27,5,32
3,620,248,0,0,31,31,20,9,16,25
3,620,310,0,0,31,31,20,81,40,121
3,620,341,0,0,31,31,20,81,44,125
3,624,3,0,0,3,3,208,624,1,625
3,624,3,0,0,3,3,208,2400,1,2401
3,624,3,0,0,9,3,208,675,1,676
3,624,24,0,0,24,24,26,48,1,49
3,624,24,0,0,24,24,26,168,1,169
3,624,78,0,0,78,78,8,15,1,16
3,624,78,0,0,78,78,8,24,1,25
3,624,147,0,0,3,3,208,975,49,1024
3,624,192,0,0,3,3,208,117,128,245
3,624,192,0,0,3,3,208,3969,256,4225
3,624,624,0,0,9,3,208,135,208,343
3,624,624,0,0,78,78,8,9,16,25
3,628,1,0,0,1,1,628,2400,1,2401
3,630,24,0,0,3,3,210,2385,16,2401
3,630,45,0,0,45,45,14,48,1,49
3,630,45,0,0,135,45,14,27,1,28
3,630,60,0,0,3,3,210,243,100,343
3,630,63,0,0,63,63,10,15,1,16
3,630,63,0,0,63,63,10,24,1,25
3,630,159,0,0,3,3,210,192,53,245
3,630,280,0,0,35,35,18,9,16,25
3,630,384,0,0,3,3,210,9,256,265
3,632,79,0,0,79,79,8,15,1,16
3,632,79,0,0,79,79,8,24,1,25
3,632,632,0,0,79,79,8,9,16,25
3,636,16,0,0,2,2,318,6561,64,6625
3,638,16,0,0,1,1,638,825,16,841
3,638,145,0,0,1,1,638,243,725,968
3,638,176,0,0,11,11,58,81,64,145
3,638,638,0,0,11,11,58,9,116,125
3,640,2,0,0,2,2,320,735,1,736
3,640,2,0,0,2,2,320,2400,1,2401
3,640,4,0,0,2,2,320,567,8,575
3,640,5,0,0,5,5,128,624,1,625
3,640,5,0,0,15,5,128,675,1,676
3,640,8,0,0,2,2,320,525,4,529
3,640,8,0,0,6,2,320,621,4,625
3,640,16,0,0,16,16,40,48,1,49
3,640,32,0,0,32,32,20,24,1,25
3,640,32,0,0,32,32,20,120,1,121
3,640,40,0,0,2,2,320,243,100,343
3,640,50,0,0,2,2,320,243,125,368
3,640,64,0,0,64,64,10,15,1,16
3,640,64,0,0,64,64,10,24,1,25
3,640,80,0,0,80,80,8,15,1,16
3,640,80,0,0,80,80,8,24,1,25
3,640,98,0,0,2,2,320,480,49,529
3,640,160,0,0,96,32,20,27,5,32
3,640,184,0,0,2,2,320,441,184,625
3,640,224,0,0,2,2,320,81,448,529
3,640,256,0,0,2,2,320,1587,128,1715
3,640,256,0,0,32,32,20,9,16,25
3,640,320,0,0,32,32,20,81,40,121
3,640,352,0,0,32,32,20,81,44,125
3,640,400,0,0,5,5,128,9,160,169
3,640,400,0,0,16,16,40,24,25,49
3,640,512,0,0,2,2,320,63,512,575
3,640,640,0,0,80,80,8,9,16,25
3,644,7,0,0,7,7,92,2208,1,2209
3,644,23,0,0,23,23,28,48,1,49
3,644,46,0,0,46,46,14,48,1,49
3,644,46,0,0,138,46,14,27,1,28
3,644,64,0,0,1,1,644,867,64,931
3,644,224,0,0,2,2,322,81,448,529
3,644,256,0,0,1,1,644,1377,1024,2401
3,644,289,0,0,1,1,644,1083,289,1372
3,644,304,0,0,1,1,644,6561,2432,8993
3,644,575,0,0,23,23,28,24,25,49
3,646,17,0,0,17,17,38,75,1,76
3,648,66,0,0,6,6,108,81,44,125
3,648,81,0,0,81,81,8,15,1,16
3,648,81,0,0,81,81,8,24,1,25
3,648,288,0,0,36,36,18,9,16,25
3,648,648,0,0,81,81,8,9,16,25
3,650,1,0,0,3,1,650,675,1,676
3,650,5,0,0,5,5,130,624,1,625
3,650,5,0,0,15,5,130,351,1,352
3,650,5,0,0,15,5,130,675,1,676
3,650,13,0,0,13,13,50,624,1,625
